title,body,date
Great,Great! Our stay was a pleasure.,"Date of experience: November 19, 2017"
Souless,Souless. Had all facilities but the most souless hotel in which i have ever stayed.,"Date of experience: November 19, 2017"
The hotel location was perfect and the …,"The hotel location was perfect and the reception staff very friendly and helpful however breakfast was very disappointing.  It took forever to get served, the toast came at least 20 minutes before the breakfast and then the breakfast was tiny.","Date of experience: November 19, 2017"
The hotel is excellently situated and …,"The hotel is excellently situated and has a charming jugendstil athmosphere. In my single room the bathroom was rather small, but the room itself was nice with a view at the main railway station square.The breakfast was nice to look at and delicious with everything you could wish.The house ist old and little shabby but gives a nice and ""cosy"" feeling.","Date of experience: November 19, 2017"
Overall a good experience.,"Overall a good experience.The key didn't work so I had to get another made. Not a big deal but I was in a hurry.No hairdryer.... ditto.Tiny room and bathroom but it was quiet, despite being on the first floor.Staff were helpful.I would stay again, regardless.","Date of experience: November 19, 2017"
On of the best choise of hotel in …,On of the best choise of hotel in Paris. Perfect servise; location as well. Recommend.,"Date of experience: November 19, 2017"
A pleasant experience,"Good hotel, friendly and helpful staff, nice room, good bed and bathroom. Breakfast was good, location excellent (close to Liverpool Lime Street Station). Will definitely return.","Date of experience: November 19, 2017"
Horrible,"The breakfast was  very poor,only bacon eggs croissant and anotaré cakes,the fruit out of the time","Date of experience: November 19, 2017"
very bad,very badI was not satisfied at all,"Date of experience: November 19, 2017"
Very satisfied with it.,No body text,"Date of experience: November 18, 2017"
I didn't get a confirmation email which …,I didn't get a confirmation email which was concerning but the hotel had got my booking and it seemed to be good value.ADDENDUM: I suspect the email may have gone to my spam but I managed to find the details on my account. I have upgraded the review to 4*,"Date of experience: November 18, 2017"
My experience of booking with you,No body text,"Date of experience: November 18, 2017"
Recommended Hotel. …,Excellent service good food and very clean and comfortable rooms.,"Date of experience: November 18, 2017"
Sound insulation,Only problem was bad sound insulation between the floors. Above us we seem to have had a herd of elephants. They should have floored with carpet - not lino!!,"Date of experience: November 18, 2017"
A lot of mess ups before we arrived had …,A lot of mess ups before we arrived had a lot of problems won’t be booking again with gala hotels,"Date of experience: November 18, 2017"
The staff is very friendly and helpful,The staff is very friendly and helpful. The rooms are clean but I could not vary the temperature of the shower. The right corner of the shower  should be made up again.,"Date of experience: November 17, 2017"
I finally got my money back from them …,I finally got my money back from them after 38 working days not the 21 promised on their website. My recommendation is to involve Visa if you used a Visa card as things seem to start moving after they intervened.,"Date of experience: November 17, 2017"
Unacceptable service,Unacceptable service - they do not issue invoices and it is impossible to reach them on the phone.,"Date of experience: November 17, 2017"
reasonable hotel,Very cleanI do not understand why we have to pay an extra charge upon checking out,"Date of experience: November 17, 2017"
Easy booking on Galahotels,"Galahotels has good deals for hotels. In Havana (Cuba) we got free transportation from the airport.But if you call Galahotels and send email to galahotels.com, they don't have an answer or don't respond to email.","Date of experience: November 16, 2017"
Lovely hotel,"Lovely hotel, great location. Most staff were helpful (1 grump) and 2 were very nice when they realised it was my wife's birthday after we checked in, they ran into the tv room and sang happy birthday to her just after we checked in.","Date of experience: November 16, 2017"
Not an executive room - far too noisy throughout the night.,I booked an executive king size room (167) but it was nowhere near as good as my previous recent stays at this hotel. The room was far too noisy throughout the night. So I had difficulty working and difficulty sleeping. I was very disappointed.,"Date of experience: November 16, 2017"
"Great service, speedy responses","This is a great service, with speedy responses to any questions you may have.  Will definitely use them again","Date of experience: November 16, 2017"
I do not get my money back,"I do not get my money back. I canceled my reservation within time limits. But still after 1,5 month no money back!after this message I suddenly had my money back within 2 days!","Date of experience: November 15, 2017"
