title,body,date,language,source
was given a sub standard room and had to pay E70 to upgrade and hotel was not full----no kettle in room and no fridge either--could be hired at a lot of money!!  disgusting!!  Food was not very good e,given substandard room hotel bullhead pay extra end get better one kettle fridge got another substantial sum rent receptionists quite rude didst listen say telephone arrived hotel arrived food goodsame thing every morning breakfast a occasions ate evening soup cold waiters shrugged shoulders stayed many hotels malta found one poorest round room clean maid service good help luggage arrive either lots guests quite elderly live goo malta know standards hotels islands found good least quite number people whilst said would never go back hotel recommend anyone,"Date of experience: December 28, 2016",en,Gala Hotel
One good one bad,book room site rang hotel month arrival booking haunt transferred told wait closer time a days arrival contacted still booking starting panic sorted booking confirmed day before another booking days first one transaction perfect,"Date of experience: December 28, 2016",en,Gala Hotel
Fraud ! Fake booking !,booking made nine people voucher confirmation gala hotels hotel booking book hotel pay hard reach gala hotels refund today went police fraud done book gala hotel,"Date of experience: December 28, 2016",en,Gala Hotel
The staff were pleasant and helpful …,staff pleasant helpful check quick efficient room clean useful items addition usual shape however disappointed find toilet seat broke quickly rectified reported reception came leave offered croissant coffee despite paid breakfast objected demanded something better transpire trolley full breakfast boxes grudgingly given,"Date of experience: December 28, 2016",en,Gala Hotel
"Clean, budget hotel (Lenas Donau)",a hotel quality services good breakfast good personnel costfree parking good quality meals reasonable prices restaurant complicated checking forget printed booking confirmation hotel electronic versions lazy internet,"Date of experience: December 28, 2016",en,Gala Hotel
Excelent,excellent everything good best side booking best price,"Date of experience: December 28, 2016",en,Gala Hotel
Excellent rates and service.,comparing different sites gala hotels gave best rate hotel portugal bit uneasy used everything worked fine without problems recommend gala hotels,"Date of experience: December 28, 2016",en,Gala Hotel
Beautiful and quiet,happy chosen hotel situated beautiful area noisegood views lots possibilities great time small unpleasant incident day leaving managed though get friendly excuse susana sale sad incident happened sure want come back recommend hotel friends,"Date of experience: December 27, 2016",en,Gala Hotel
Very kindly,kindly contact,"Date of experience: December 27, 2016",en,Gala Hotel
Artotel Dresden,one best hotels dresdenvery good service good breakfastthanks lota stahlberg,"Date of experience: December 27, 2016",en,Gala Hotel
