title,body,date
Great and convenient for Stansted,Great and convenient for Stansted. Comfortable and relaxing before flying off the next day.,"Date of experience: June 12, 2019"
Good value,"Clean, quiet room. Excellent breakfast bar. Military discount much appreciated.","Date of experience: June 12, 2019"
It’s really good place,No body text,"Date of experience: June 11, 2019"
Nice clean quiet place to stay.,No body text,"Date of experience: June 11, 2019"
Easy to work with,Easy to work with. Fair pricing.,"Date of experience: June 11, 2019"
Everything went smoothly.,No body text,"Date of experience: June 11, 2019"
First class,First class - location and facilities. Plus charming reception from owners and breakfast room. Thoroughly recommend.,"Date of experience: June 11, 2019"
Nice hotel,"Nice hotel, friendly staff and staff were helpful too.  Reasonable prices and breakfast worth the extra cost. Would stay there again","Date of experience: June 11, 2019"
Excellent service and easy procedure,No body text,"Date of experience: June 11, 2019"
Seems OK,Seems OK to me,"Date of experience: June 11, 2019"
THIS RATE WE GOT WAS OUTSTANDING814,No body text,"Date of experience: June 10, 2019"
Stayed at the ibis Hotel at the NEC…,"Stayed at the ibis Hotel at the NEC great location room comfortable and clean, friendly staff, would definitely stay there again","Date of experience: June 10, 2019"
Good clean accommodation,"Good clean accommodation, comfortable bed and great shower.","Date of experience: June 10, 2019"
Great location,"Great location, comfortable beds, quite rooms and helpful staff","Date of experience: June 10, 2019"
We enjoyed our 2nights great location…,We enjoyed our 2nights great location great breakfast.room was clean the only suggestion would be to clean thecarpet.,"Date of experience: June 10, 2019"
Motel booking,Very easy booking process.,"Date of experience: June 09, 2019"
Very easy and efficient site.,No body text,"Date of experience: June 09, 2019"
Rating,"Staff were very professional at all times,especially concierge staff.Rooms clean,staff did a great job , making up rooms daily.","Date of experience: June 09, 2019"
Reservations were easy and check in a…,Reservations were easy and check in a breeze.,"Date of experience: June 08, 2019"
hotel in the center of the city,"Friendly staff in all service areas of the house,clean rooms, house located very central in the city,","Date of experience: June 08, 2019"
Our stay at the Plaza hotel was…,Our stay at the Plaza hotel was wonderful!  The staff was courteous and helpful!  Will be my go to hotel in Vegas!,"Date of experience: June 07, 2019"
I didn't receive the email confirming…,"I didn't receive the email confirming my booking.  I called the hotel and they could not find my booking.  They said to call back to HotelOne and get the hotel conf #.  I did call HotelOne back and the lady gave me the conf # that Hilton wanted.  And she did put me on a brief hold to call Hilton herself and then came back to me and said that everything was ok.  She then told me I would receive an email confirming everything, but I never received the email.  This is the reason I only rate 3 stars because twice I was told an email was coming but never received it.","Date of experience: June 07, 2019"
The experience was very good and I was…,The experience was very good and I was able to verify my reservation with the hotel imnediately.,"Date of experience: June 07, 2019"
Needs Improvement,"The Front Desk staff was accommodating and knowledgeable. There are no hooks to hang clothing in the bathroom, there is no shelf for toiletries or wet personal care items in the bathroom, there is no full length mirror in the room, there is no night light. The maintenance staff was very good. The housekeeping staff needs much  better training and better supervision. The value fell short for the room rate.","Date of experience: June 07, 2019"
First time user,"This was the first time I used HotelsOne and it worked fine except that the hotel apparently did not get the note about a room near the elevator. However, I would use your service again.","Date of experience: June 07, 2019"
Refund?,"Accommodation was fine - however I originally booked and paid for 3 nights, and on arrival I could only stay 2 nights. I was told I would get a refund ""in due course"". As yet this has not happened!NOT HAPPAY!","Date of experience: June 07, 2019"
Staff was Friendly and the Room was…,Staff was Friendly and the Room was nice. Found some Broken Glass on the Floor beside the Nightstand. The Air Conditioner was not working like Iit should have been. It was 87 degrees when we entered the Suite. Turned unit on because it was Off. 4 hours later it was still 83 degrees in the Room. It was a Very Uncomfortable Sleep.,"Date of experience: June 06, 2019"
Easy to navigate and quick booking,Easy to navigate and quick booking.  I look forward to my visit.,"Date of experience: June 06, 2019"
Everyone was very professional and…CWE,Everyone was very professional and friendly. Rooms were very clean,"Date of experience: June 06, 2019"
If I could give them a 0,"If I could give them a 0, I would.  I used this company to book a hotel in Curacao.  AA cancelled out flight due to bad weather in Dallas, Tx, our first stop.  So I called HotelOne.com to resolve the issue with the hotel and twice was told they couldn't reach the hotel and that I should keep calling HotelOne.com representatives every 10 minutes because if they 'expedited' the contact, it would take 24-36 hours to resolve.  Since our flight was cancelled from a 5AM flight to a 8:00 flight the next day, waiting 24-36 hours wasn't an option.  Of course my time isn't important - I guess they expected me to continue to call every ten minutes all morning. Instead, looked the hotel up on the internet and finally found a direct number.  Call went right through immediately  I guess HotelOne's policy is ""after we book it for you, do your own customer service because we aren't going to do 'cr*p' to help.  They claim they just don't have the time to keep calling the hotel number themselves. NEVER AGAIN!!!","Date of experience: June 06, 2019"
